id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
4266835,Male,21,1,27.0,1,< 1 Year,No,35216.0,160.0,80,0
2980138,Male,66,1,28.0,0,1-2 Year,Yes,25802.0,26.0,77,0
682980,Male,33,1,41.0,1,< 1 Year,No,40477.0,152.0,231,0
6652612,Male,50,1,8.0,0,1-2 Year,Yes,39081.0,26.0,245,0
2133405,Male,45,1,33.0,1,1-2 Year,No,30757.0,124.0,197,0
3897193,Female,48,1,28.0,1,1-2 Year,Yes,35125.0,26.0,94,0
7144901,Female,23,1,15.0,1,< 1 Year,No,34690.0,26.0,184,0
67293,Male,22,1,29.0,0,< 1 Year,Yes,28894.0,152.0,298,1
7675019,Male,21,1,13.0,1,< 1 Year,No,26936.0,152.0,217,0
9543576,Male,69,1,28.0,0,1-2 Year,No,71821.0,125.0,283,0
6273206,Male,27,1,50.0,1,< 1 Year,No,37338.0,152.0,251,0
2161479,Male,52,1,45.0,0,> 2 Years,Yes,39084.0,30.0,266,0
8075202,Female,26,1,37.0,1,< 1 Year,No,32623.0,152.0,109,0
1290884,Male,53,1,6.0,0,1-2 Year,Yes,30606.0,26.0,297,0
11241693,Male,24,1,28.0,0,< 1 Year,Yes,40305.0,26.0,219,0
4623177,Male,44,1,46.0,0,1-2 Year,Yes,31741.0,26.0,122,0
10489779,Male,49,1,35.0,0,1-2 Year,Yes,35342.0,124.0,57,0
11078231,Female,26,1,28.0,1,< 1 Year,No,66978.0,152.0,205,0
147674,Male,56,1,28.0,1,1-2 Year,No,53388.0,124.0,138,0
10326215,Male,39,1,36.0,0,1-2 Year,Yes,31838.0,124.0,280,0
8151214,Female,29,1,46.0,1,< 1 Year,No,26897.0,152.0,127,0
6505766,Male,52,1,11.0,0,1-2 Year,No,31320.0,124.0,160,0
1431877,Female,51,1,31.0,0,> 2 Years,Yes,2630.0,124.0,227,0
4486809,Female,22,1,38.0,0,< 1 Year,Yes,27292.0,160.0,67,0
2018860,Male,56,1,2.0,0,1-2 Year,Yes,2630.0,156.0,82,0
6376892,Male,43,1,2.0,1,1-2 Year,No,34032.0,124.0,131,0
8003779,Female,69,1,28.0,1,1-2 Year,No,50942.0,55.0,218,0
11343385,Male,41,1,41.0,0,1-2 Year,Yes,27680.0,124.0,216,0
7019605,Male,39,1,28.0,0,1-2 Year,Yes,34654.0,124.0,65,1
9698466,Female,32,1,41.0,0,< 1 Year,Yes,28123.0,124.0,13,1
5766288,Female,67,1,39.0,0,1-2 Year,Yes,2630.0,156.0,211,0
6962200,Female,48,1,28.0,0,1-2 Year,No,29089.0,26.0,98,0
10612160,Male,72,1,8.0,1,1-2 Year,No,40964.0,26.0,31,0
1091457,Male,24,1,37.0,1,< 1 Year,No,33994.0,152.0,181,0
5383412,Male,50,1,36.0,0,1-2 Year,No,51478.0,26.0,290,0
1477257,Female,20,1,32.0,0,< 1 Year,Yes,38310.0,160.0,283,0
10459483,Male,53,1,15.0,0,1-2 Year,Yes,43434.0,124.0,125,0
4972818,Female,23,1,33.0,0,< 1 Year,Yes,59982.0,124.0,99,0
4702582,Female,23,1,12.0,1,< 1 Year,No,36255.0,152.0,268,0
3610990,Male,23,1,2.0,0,< 1 Year,Yes,29884.0,152.0,247,0
1124329,Female,34,1,6.0,1,1-2 Year,No,31915.0,152.0,147,0
4024807,Female,22,1,3.0,0,< 1 Year,Yes,20667.0,152.0,280,0
5423999,Female,59,1,28.0,0,1-2 Year,Yes,59489.0,124.0,126,0
10444217,Female,21,1,22.0,0,< 1 Year,Yes,34676.0,160.0,201,0
989471,Male,50,1,28.0,0,1-2 Year,Yes,50385.0,26.0,28,1
4824224,Male,29,1,28.0,0,1-2 Year,Yes,37126.0,154.0,291,1
8400607,Female,26,1,27.0,1,< 1 Year,Yes,2630.0,152.0,31,0
9935278,Male,52,1,41.0,0,> 2 Years,Yes,38905.0,26.0,192,1
2373401,Female,31,1,28.0,1,1-2 Year,No,44700.0,122.0,74,0
993080,Female,36,1,14.0,1,1-2 Year,No,31457.0,152.0,185,0
10468419,Female,58,1,28.0,0,1-2 Year,Yes,32445.0,23.0,74,0
7918980,Male,49,1,28.0,1,1-2 Year,No,48622.0,154.0,252,0
10888281,Male,68,1,28.0,0,1-2 Year,Yes,61442.0,124.0,185,0
2347813,Female,24,1,11.0,1,< 1 Year,No,29673.0,152.0,249,0
11021800,Female,40,1,7.0,0,> 2 Years,Yes,44189.0,124.0,161,0
8509929,Male,55,1,3.0,0,> 2 Years,Yes,27108.0,26.0,180,0
5725337,Female,22,1,39.0,0,< 1 Year,Yes,31525.0,152.0,50,0
8636073,Male,66,1,33.0,0,1-2 Year,No,2630.0,156.0,287,0
11148599,Female,24,1,5.0,1,< 1 Year,No,30884.0,152.0,82,0
7953682,Female,21,1,37.0,1,1-2 Year,No,30691.0,154.0,276,0
4840240,Female,23,1,23.0,1,< 1 Year,No,2630.0,160.0,162,0
10550867,Female,24,1,16.0,1,< 1 Year,No,32202.0,152.0,196,0
11429131,Female,36,1,35.0,1,1-2 Year,No,2630.0,152.0,42,0
10672183,Male,54,1,28.0,0,1-2 Year,Yes,45436.0,26.0,21,1
11331830,Male,59,1,41.0,0,1-2 Year,Yes,35505.0,26.0,267,0
8756702,Male,24,1,41.0,0,< 1 Year,Yes,44738.0,26.0,158,0
1752652,Female,38,1,4.0,0,1-2 Year,Yes,25115.0,26.0,175,0
3343029,Male,22,1,11.0,1,< 1 Year,No,24991.0,152.0,122,0
4640355,Female,30,1,46.0,1,< 1 Year,No,23356.0,152.0,197,0
6278198,Female,50,0,28.0,0,1-2 Year,Yes,38583.0,26.0,259,0
5221490,Male,50,1,28.0,0,1-2 Year,Yes,49734.0,124.0,232,0
2378848,Male,76,1,28.0,0,> 2 Years,Yes,2630.0,26.0,31,0
10393872,Female,45,1,36.0,1,1-2 Year,No,50948.0,124.0,27,0
2716079,Female,48,1,28.0,0,1-2 Year,Yes,36326.0,26.0,76,0
5042330,Female,64,1,48.0,0,1-2 Year,No,2630.0,15.0,276,0
464431,Male,20,1,28.0,0,1-2 Year,Yes,2630.0,122.0,150,0
10038099,Female,22,1,11.0,1,< 1 Year,No,27325.0,152.0,121,0
1712221,Female,23,1,35.0,1,< 1 Year,No,28590.0,152.0,160,0
1199563,Female,39,1,28.0,1,1-2 Year,No,27774.0,124.0,91,0
1255136,Female,23,1,6.0,0,< 1 Year,Yes,35214.0,152.0,52,0
5806788,Female,41,1,28.0,0,1-2 Year,Yes,32157.0,124.0,227,0
305548,Male,21,1,8.0,1,< 1 Year,Yes,38705.0,160.0,219,0
1269454,Male,26,1,8.0,1,< 1 Year,No,51161.0,152.0,90,0
2299490,Male,51,1,28.0,0,1-2 Year,Yes,40496.0,124.0,298,0
5218111,Female,23,1,18.0,0,< 1 Year,Yes,2630.0,156.0,30,1
452717,Male,49,1,41.0,0,1-2 Year,No,40358.0,124.0,242,0
11402324,Female,20,1,25.0,0,< 1 Year,Yes,27408.0,160.0,293,0
8658979,Male,48,1,28.0,0,1-2 Year,Yes,2630.0,124.0,252,0
7734853,Male,44,1,28.0,0,1-2 Year,Yes,50824.0,55.0,23,0
645846,Male,46,1,28.0,0,1-2 Year,Yes,37804.0,124.0,204,0
6004841,Male,37,1,50.0,0,1-2 Year,Yes,23774.0,124.0,180,1
4113032,Female,47,1,28.0,0,1-2 Year,Yes,35850.0,122.0,60,1
10733689,Male,42,1,28.0,0,1-2 Year,Yes,34696.0,124.0,186,1
3026047,Female,21,1,12.0,0,< 1 Year,No,2630.0,152.0,256,0
8790614,Female,53,1,35.0,0,1-2 Year,Yes,36307.0,26.0,153,1
4110202,Female,77,1,28.0,0,> 2 Years,Yes,30263.0,122.0,215,0
6135544,Male,61,1,28.0,0,> 2 Years,Yes,40584.0,26.0,37,0
7236810,Male,26,1,37.0,0,< 1 Year,Yes,36453.0,152.0,13,0
3404205,Male,25,1,37.0,0,< 1 Year,Yes,2630.0,124.0,174,0
11039642,Female,56,1,47.0,0,1-2 Year,Yes,28328.0,4.0,238,0
6431294,Female,69,1,47.0,0,1-2 Year,Yes,29144.0,122.0,126,0
927285,Male,70,1,28.0,0,1-2 Year,Yes,48236.0,26.0,232,0
10753695,Female,26,1,50.0,1,< 1 Year,Yes,34501.0,160.0,117,0
7320752,Female,23,1,36.0,1,< 1 Year,No,43814.0,152.0,282,0
1732933,Female,23,1,25.0,1,< 1 Year,No,22043.0,152.0,137,0
3730585,Female,23,1,6.0,1,< 1 Year,No,24282.0,152.0,190,0
7038694,Male,76,1,43.0,1,1-2 Year,No,29696.0,26.0,282,0
10407274,Female,26,1,46.0,0,< 1 Year,Yes,25357.0,152.0,27,0
3362586,Male,50,1,28.0,0,1-2 Year,Yes,46245.0,26.0,27,0
7614122,Male,24,1,29.0,1,< 1 Year,No,47318.0,152.0,263,0
5641899,Female,41,1,28.0,0,1-2 Year,Yes,29082.0,55.0,268,1
593558,Female,23,1,48.0,0,< 1 Year,Yes,2630.0,151.0,114,0
5535245,Male,27,1,50.0,1,< 1 Year,No,36127.0,152.0,250,0
5032372,Male,25,1,29.0,1,< 1 Year,No,33221.0,152.0,262,0
2334388,Female,41,1,29.0,1,1-2 Year,No,33003.0,124.0,24,0
1779086,Male,40,1,39.0,0,1-2 Year,Yes,23641.0,124.0,149,0
8165742,Male,21,1,16.0,1,< 1 Year,No,28210.0,160.0,273,0
5427692,Male,20,1,12.0,0,< 1 Year,Yes,29478.0,160.0,94,0
5090896,Male,42,1,28.0,0,> 2 Years,Yes,2630.0,150.0,183,0
981139,Female,24,1,6.0,1,< 1 Year,No,25789.0,152.0,127,0
2478938,Male,21,1,13.0,0,< 1 Year,Yes,28485.0,152.0,57,0
8544697,Male,69,1,28.0,0,> 2 Years,Yes,44784.0,26.0,155,0
8919766,Female,54,1,28.0,1,1-2 Year,No,62684.0,26.0,44,0
3567138,Female,61,1,28.0,0,1-2 Year,Yes,37294.0,13.0,202,1
7664368,Male,49,1,28.0,0,1-2 Year,Yes,24470.0,60.0,17,0
1927737,Male,74,1,33.0,1,1-2 Year,No,2630.0,26.0,272,0
3260431,Male,22,1,30.0,1,< 1 Year,No,2630.0,26.0,173,0
7154790,Male,45,1,23.0,0,1-2 Year,Yes,2630.0,156.0,273,0
8424121,Female,74,1,28.0,0,1-2 Year,Yes,36891.0,60.0,99,0
2963708,Male,51,1,1.0,0,1-2 Year,Yes,2630.0,156.0,226,0
1002569,Male,27,1,15.0,0,< 1 Year,Yes,39832.0,152.0,163,1
10007138,Female,48,1,28.0,1,1-2 Year,No,52739.0,124.0,63,0
7960334,Female,27,1,17.0,1,< 1 Year,No,32747.0,152.0,244,0
8293109,Female,53,1,33.0,0,1-2 Year,Yes,28961.0,124.0,56,0
10277896,Female,25,1,37.0,1,< 1 Year,No,32434.0,152.0,38,0
5630130,Female,22,1,45.0,0,< 1 Year,Yes,25024.0,152.0,31,0
3074883,Male,64,1,28.0,0,1-2 Year,Yes,49768.0,26.0,15,0
4288771,Female,25,1,41.0,1,< 1 Year,No,29062.0,152.0,164,0
4857563,Male,27,1,13.0,1,< 1 Year,No,24812.0,152.0,194,0
3449683,Male,25,1,22.0,1,< 1 Year,No,28847.0,152.0,194,0
9532836,Female,22,1,41.0,1,< 1 Year,No,28810.0,152.0,202,0
11023004,Female,21,1,8.0,1,< 1 Year,Yes,46831.0,160.0,173,0
6157464,Female,23,1,41.0,0,< 1 Year,No,2630.0,152.0,146,0
6488735,Female,46,1,28.0,1,1-2 Year,No,39719.0,152.0,64,0
4815184,Female,41,1,3.0,0,1-2 Year,Yes,28583.0,124.0,207,1
2112728,Male,24,1,13.0,1,< 1 Year,No,32336.0,152.0,107,0
6049047,Female,41,1,3.0,1,1-2 Year,No,28343.0,116.0,117,0
5064208,Male,77,1,23.0,0,1-2 Year,Yes,45291.0,26.0,175,0
522065,Male,32,1,14.0,0,1-2 Year,Yes,28757.0,124.0,197,1
4048614,Female,29,1,41.0,1,< 1 Year,No,39249.0,152.0,135,0
6396689,Female,48,1,28.0,0,1-2 Year,Yes,28170.0,26.0,244,1
6046102,Female,50,1,15.0,1,1-2 Year,No,2630.0,124.0,257,0
9331984,Female,21,1,17.0,1,< 1 Year,No,56525.0,160.0,295,0
7911839,Female,23,1,12.0,1,< 1 Year,No,37605.0,152.0,218,0
10868307,Male,44,1,28.0,1,1-2 Year,No,38762.0,122.0,44,0
6287276,Male,28,1,37.0,1,< 1 Year,No,28240.0,152.0,215,0
10412916,Female,25,1,15.0,1,< 1 Year,No,25606.0,152.0,194,0
11435813,Female,35,1,30.0,1,1-2 Year,No,28141.0,152.0,203,0
8322846,Male,32,1,30.0,1,< 1 Year,No,2630.0,160.0,262,0
10848841,Female,21,1,28.0,1,< 1 Year,No,55209.0,160.0,199,0
5760234,Male,49,1,15.0,1,1-2 Year,No,29101.0,124.0,290,0
1326504,Male,56,1,28.0,0,1-2 Year,Yes,49358.0,124.0,28,0
6123874,Male,40,1,28.0,0,1-2 Year,No,2630.0,154.0,168,0
4667902,Female,35,1,28.0,0,1-2 Year,Yes,50369.0,124.0,123,1
8723841,Female,72,1,28.0,0,1-2 Year,Yes,2630.0,158.0,27,0
10849827,Female,53,1,11.0,1,1-2 Year,No,28463.0,152.0,175,0
2241309,Female,37,1,41.0,1,1-2 Year,No,35776.0,124.0,216,0
8670885,Female,65,1,28.0,0,1-2 Year,No,46737.0,122.0,187,0
4783594,Male,29,1,15.0,1,< 1 Year,No,31393.0,152.0,140,0
7989697,Male,23,1,47.0,1,< 1 Year,No,24128.0,152.0,272,0
1138589,Female,48,1,36.0,0,1-2 Year,Yes,2630.0,14.0,193,0
1258415,Female,27,1,28.0,0,< 1 Year,Yes,71476.0,124.0,74,1
8655598,Male,39,1,12.0,1,1-2 Year,No,2630.0,124.0,92,0
11258162,Female,24,1,10.0,1,< 1 Year,No,30048.0,152.0,169,0
10061598,Male,25,1,11.0,1,< 1 Year,No,25995.0,152.0,65,0
1087513,Male,22,1,46.0,1,< 1 Year,No,28662.0,152.0,289,0
1053949,Male,48,1,3.0,0,1-2 Year,Yes,2630.0,124.0,259,0
7490548,Male,40,1,28.0,0,1-2 Year,Yes,50986.0,26.0,102,1
3557062,Female,24,1,43.0,1,< 1 Year,No,28785.0,160.0,65,0
6455728,Male,49,1,28.0,0,> 2 Years,Yes,47488.0,124.0,59,0
10550671,Male,29,1,46.0,1,< 1 Year,Yes,2630.0,163.0,200,0
1530093,Male,50,1,28.0,0,1-2 Year,Yes,62461.0,26.0,150,1
6721288,Female,46,1,48.0,0,> 2 Years,Yes,2630.0,124.0,283,0
2608472,Female,50,1,8.0,0,1-2 Year,Yes,2630.0,26.0,55,0
8350005,Female,23,1,28.0,1,< 1 Year,No,52788.0,151.0,128,0
4569461,Male,51,1,29.0,1,1-2 Year,Yes,2630.0,124.0,77,0
1468029,Female,21,1,27.0,0,< 1 Year,Yes,28005.0,160.0,167,0
10858944,Female,22,1,8.0,1,< 1 Year,No,52262.0,152.0,56,0
10521654,Female,36,1,28.0,1,1-2 Year,Yes,27324.0,26.0,226,0
415247,Female,45,1,28.0,0,1-2 Year,Yes,39221.0,26.0,247,1
2840956,Male,31,1,46.0,1,< 1 Year,No,2630.0,152.0,177,0
304294,Male,27,1,41.0,1,< 1 Year,No,31584.0,152.0,228,0
3303243,Male,47,1,0.0,0,1-2 Year,Yes,2630.0,26.0,165,0
596067,Female,61,1,3.0,0,1-2 Year,Yes,2630.0,26.0,65,1
2271037,Female,28,1,28.0,0,1-2 Year,Yes,2630.0,158.0,235,1
8459721,Female,26,1,15.0,1,< 1 Year,No,33415.0,160.0,40,0
6913751,Female,48,1,28.0,0,< 1 Year,No,2630.0,122.0,257,0
6070399,Male,39,1,33.0,1,1-2 Year,No,28370.0,26.0,253,0
8242635,Female,25,1,36.0,0,< 1 Year,Yes,29676.0,152.0,199,0
4585960,Male,52,1,8.0,0,1-2 Year,Yes,32255.0,124.0,267,0
7910552,Male,52,1,8.0,0,> 2 Years,Yes,39051.0,26.0,112,0
11050817,Male,27,1,28.0,1,< 1 Year,No,35441.0,152.0,76,0
8378254,Female,24,1,37.0,0,< 1 Year,Yes,29684.0,152.0,219,0
7773599,Male,25,1,8.0,1,< 1 Year,No,39777.0,152.0,276,0
6604336,Female,24,1,41.0,1,< 1 Year,No,48820.0,152.0,173,0
10047824,Male,22,1,13.0,1,< 1 Year,No,29317.0,152.0,106,0
2145541,Female,42,1,28.0,0,1-2 Year,Yes,30775.0,124.0,284,0
4474021,Male,32,1,28.0,0,1-2 Year,Yes,51551.0,124.0,266,0
3326600,Male,29,1,33.0,1,< 1 Year,No,23006.0,152.0,69,0
6475804,Female,43,1,8.0,0,1-2 Year,Yes,27225.0,26.0,11,1
4215839,Male,43,1,28.0,0,1-2 Year,Yes,2630.0,26.0,180,0
4028604,Female,36,1,12.0,0,1-2 Year,Yes,25045.0,155.0,19,1
777724,Female,24,1,28.0,0,< 1 Year,Yes,53718.0,124.0,193,0
6094841,Female,38,1,7.0,0,1-2 Year,No,2630.0,124.0,64,0
3933879,Male,41,1,28.0,1,1-2 Year,Yes,34264.0,26.0,270,0
2003807,Male,77,1,22.0,1,1-2 Year,Yes,38698.0,30.0,118,0
2284197,Female,23,1,6.0,1,< 1 Year,No,24826.0,152.0,130,0
6482727,Male,27,1,30.0,0,< 1 Year,Yes,27348.0,157.0,282,0
2648458,Male,22,1,36.0,1,< 1 Year,No,43971.0,152.0,287,0
6175816,Male,44,1,1.0,1,1-2 Year,No,2630.0,26.0,204,0
4424725,Male,29,1,28.0,1,< 1 Year,No,39723.0,152.0,179,0
8910543,Male,30,1,14.0,0,< 1 Year,Yes,25137.0,124.0,83,1
11449917,Female,32,1,28.0,0,< 1 Year,Yes,44225.0,26.0,210,1
7303523,Female,28,1,15.0,1,< 1 Year,No,44702.0,152.0,104,0
9272211,Male,40,1,28.0,0,1-2 Year,No,53537.0,124.0,170,0
2093369,Female,42,1,45.0,0,1-2 Year,No,2630.0,156.0,45,1
6302068,Female,25,1,41.0,1,< 1 Year,No,38595.0,152.0,141,0
11093545,Female,25,1,37.0,0,< 1 Year,Yes,29077.0,152.0,282,1
9823213,Female,26,1,28.0,1,< 1 Year,No,64660.0,152.0,262,0
7431983,Female,23,1,8.0,1,< 1 Year,No,40960.0,152.0,253,0
7190439,Female,25,1,14.0,1,< 1 Year,No,2630.0,156.0,233,0
10622675,Male,22,1,8.0,1,< 1 Year,No,56546.0,152.0,257,0
10709265,Male,22,1,24.0,1,< 1 Year,No,2630.0,152.0,114,0
3528577,Female,21,1,46.0,0,< 1 Year,No,2630.0,152.0,219,0
2286596,Male,41,1,28.0,0,1-2 Year,Yes,35707.0,124.0,66,0
1084134,Female,59,1,28.0,0,> 2 Years,Yes,49141.0,122.0,230,0
11270037,Male,71,1,28.0,0,1-2 Year,Yes,29063.0,26.0,145,1
7843515,Female,23,1,49.0,0,< 1 Year,Yes,28855.0,151.0,272,0
2964196,Male,34,1,41.0,1,1-2 Year,No,23241.0,150.0,251,0
1142077,Female,24,1,25.0,1,< 1 Year,No,32701.0,152.0,26,0
9660815,Male,59,1,23.0,0,1-2 Year,Yes,2630.0,156.0,175,0
10433533,Female,21,1,39.0,0,1-2 Year,Yes,28215.0,156.0,247,0
3448836,Female,22,1,8.0,0,< 1 Year,Yes,52366.0,152.0,136,0
6408799,Female,40,1,28.0,0,1-2 Year,Yes,28994.0,26.0,143,0
1966809,Male,43,1,28.0,0,1-2 Year,Yes,42609.0,122.0,75,1
3321766,Female,48,1,28.0,0,1-2 Year,Yes,42382.0,55.0,223,1
3858623,Male,29,1,28.0,0,< 1 Year,Yes,63967.0,122.0,136,0
5504752,Female,43,1,28.0,0,1-2 Year,Yes,27892.0,124.0,127,0
2109525,Male,29,1,29.0,0,< 1 Year,Yes,24855.0,124.0,256,1
3651527,Female,35,1,45.0,0,1-2 Year,No,26246.0,122.0,243,0
10903313,Male,46,1,20.0,0,> 2 Years,Yes,2630.0,124.0,186,0
1203547,Male,48,1,28.0,0,1-2 Year,Yes,48868.0,26.0,188,0
11152882,Female,49,1,28.0,0,1-2 Year,Yes,32504.0,16.0,113,1
2040859,Female,64,1,8.0,1,1-2 Year,No,2630.0,124.0,170,0
6495032,Male,27,1,41.0,0,1-2 Year,No,2630.0,156.0,144,0
6119920,Male,26,1,28.0,0,< 1 Year,Yes,38588.0,124.0,256,1
7502181,Female,66,1,0.0,0,1-2 Year,Yes,2630.0,26.0,173,0
5073120,Male,43,1,39.0,0,> 2 Years,Yes,39483.0,156.0,243,0
8086860,Male,36,1,9.0,0,1-2 Year,Yes,29871.0,124.0,94,1
6028691,Female,44,1,28.0,0,1-2 Year,Yes,28663.0,26.0,187,0
1263770,Male,48,1,50.0,0,1-2 Year,Yes,45362.0,26.0,35,0
4531537,Male,24,1,22.0,1,< 1 Year,No,35730.0,152.0,226,0
5610802,Female,37,1,28.0,0,1-2 Year,Yes,29001.0,124.0,77,0
6469091,Female,39,1,28.0,0,1-2 Year,No,27012.0,26.0,121,0
3745594,Male,24,1,28.0,1,< 1 Year,No,49257.0,152.0,188,0
192703,Female,42,1,46.0,1,1-2 Year,No,28140.0,124.0,240,0
1996437,Male,23,1,8.0,1,< 1 Year,No,38277.0,152.0,69,0
1575471,Female,21,1,49.0,0,< 1 Year,Yes,30996.0,152.0,234,0
1751740,Female,66,1,28.0,0,1-2 Year,Yes,48231.0,26.0,183,0
1749505,Female,36,1,8.0,0,1-2 Year,Yes,2630.0,124.0,116,1
4250600,Male,53,1,47.0,1,1-2 Year,No,31563.0,26.0,54,0
729045,Male,50,1,33.0,0,1-2 Year,Yes,44724.0,124.0,117,1
253077,Male,47,1,28.0,0,1-2 Year,Yes,49139.0,26.0,295,0
3268991,Male,42,1,14.0,1,1-2 Year,No,2630.0,26.0,121,0
646299,Male,72,1,28.0,0,1-2 Year,Yes,29507.0,124.0,17,0
7441456,Male,21,1,46.0,1,< 1 Year,No,25666.0,152.0,235,0
7636649,Female,34,1,21.0,1,< 1 Year,No,22552.0,152.0,102,0
3668350,Female,28,1,33.0,1,< 1 Year,No,47734.0,152.0,121,0
10201151,Male,26,1,18.0,1,< 1 Year,No,25171.0,152.0,251,0
1955930,Male,71,1,28.0,1,1-2 Year,No,31749.0,124.0,276,0
1325666,Male,39,1,46.0,0,1-2 Year,Yes,33023.0,124.0,30,1
8832391,Female,65,1,8.0,0,> 2 Years,Yes,32453.0,26.0,92,1
6085503,Female,27,1,41.0,0,< 1 Year,Yes,33895.0,152.0,33,0
6772987,Male,39,1,46.0,0,> 2 Years,Yes,25380.0,154.0,286,0
4897834,Male,22,1,28.0,0,< 1 Year,Yes,44120.0,152.0,58,0
6911883,Female,57,1,18.0,1,1-2 Year,No,2630.0,12.0,194,0
4945495,Male,39,1,33.0,0,1-2 Year,Yes,39677.0,156.0,178,0
9718362,Male,51,1,28.0,0,1-2 Year,Yes,56849.0,124.0,81,0
9350612,Male,23,1,8.0,0,< 1 Year,No,2630.0,152.0,63,0
9337934,Female,27,1,11.0,1,< 1 Year,No,29861.0,152.0,198,0
4121455,Female,42,1,6.0,1,1-2 Year,No,35789.0,124.0,259,0
5622685,Female,23,1,41.0,1,< 1 Year,No,40984.0,152.0,28,0
2430020,Male,53,1,29.0,1,1-2 Year,No,54664.0,26.0,262,0
1882513,Male,30,1,41.0,0,< 1 Year,Yes,32387.0,163.0,149,0
5532521,Male,23,1,37.0,0,< 1 Year,Yes,29969.0,152.0,282,0
1261843,Male,23,1,29.0,1,< 1 Year,Yes,2630.0,152.0,201,0
10488755,Female,22,1,35.0,0,< 1 Year,Yes,39147.0,152.0,232,1
2616298,Female,26,1,32.0,0,< 1 Year,No,48738.0,152.0,132,0
10837995,Male,50,1,28.0,0,1-2 Year,Yes,55608.0,26.0,214,1
4774981,Male,34,1,6.0,0,1-2 Year,Yes,29905.0,124.0,39,0
5409696,Female,24,1,29.0,1,< 1 Year,No,56525.0,152.0,105,0
3390993,Female,65,1,28.0,0,1-2 Year,Yes,38588.0,124.0,283,0
167891,Female,42,1,48.0,0,1-2 Year,Yes,2630.0,124.0,179,0
1867510,Female,59,1,28.0,0,1-2 Year,Yes,52758.0,26.0,212,0
4450792,Female,36,1,17.0,0,1-2 Year,Yes,2630.0,157.0,282,1
10194715,Male,43,1,36.0,1,1-2 Year,No,2630.0,26.0,28,0
7116584,Female,49,1,50.0,0,1-2 Year,Yes,2630.0,156.0,264,1
1796878,Female,48,1,1.0,0,1-2 Year,Yes,2630.0,26.0,216,0
3788549,Male,67,1,28.0,0,1-2 Year,Yes,30297.0,26.0,93,0
4590061,Female,21,1,2.0,0,< 1 Year,Yes,24600.0,152.0,266,0
7843312,Male,21,1,6.0,1,< 1 Year,No,27186.0,152.0,243,0
9273480,Male,45,1,28.0,1,1-2 Year,No,34265.0,124.0,81,0
6500337,Male,39,1,24.0,0,1-2 Year,Yes,2630.0,122.0,113,0
10537585,Male,64,1,28.0,1,1-2 Year,No,55409.0,26.0,81,0
11362448,Female,21,1,28.0,0,< 1 Year,Yes,76961.0,160.0,244,0
2085917,Male,25,1,10.0,1,< 1 Year,No,42803.0,152.0,63,0
4316788,Male,30,1,28.0,0,1-2 Year,Yes,49662.0,154.0,254,1
7936276,Male,42,1,28.0,0,1-2 Year,Yes,40394.0,26.0,76,1
3028722,Female,43,1,28.0,0,1-2 Year,Yes,47963.0,26.0,105,0
473022,Male,61,1,28.0,1,1-2 Year,No,68526.0,122.0,278,0
11039368,Male,36,1,13.0,1,1-2 Year,Yes,2630.0,156.0,263,0
7957190,Male,70,1,28.0,0,1-2 Year,Yes,54170.0,26.0,96,0
440082,Female,29,1,28.0,1,< 1 Year,No,38127.0,152.0,194,0
9063961,Male,23,1,38.0,1,< 1 Year,No,2630.0,152.0,32,0
3220504,Male,37,1,28.0,1,1-2 Year,Yes,2630.0,122.0,199,0
4714921,Male,23,1,11.0,1,< 1 Year,No,36002.0,152.0,237,0
2857073,Male,24,1,37.0,0,< 1 Year,Yes,29077.0,152.0,290,0
9604000,Male,36,1,28.0,0,1-2 Year,Yes,34972.0,124.0,167,1
6412419,Male,21,1,8.0,1,< 1 Year,No,43978.0,160.0,167,0
7735309,Female,24,1,32.0,1,< 1 Year,No,29909.0,151.0,13,0
7311095,Male,45,1,0.0,0,1-2 Year,No,2630.0,25.0,172,0
1895369,Male,50,1,11.0,1,1-2 Year,No,23992.0,124.0,283,0
7340929,Female,21,1,4.0,1,< 1 Year,No,2630.0,154.0,98,0
9890682,Male,37,1,3.0,0,1-2 Year,Yes,38440.0,26.0,197,0
4223209,Male,31,1,21.0,0,< 1 Year,Yes,2630.0,157.0,102,1
10351802,Male,26,1,28.0,1,< 1 Year,No,25161.0,152.0,89,0
2275409,Female,26,1,8.0,1,< 1 Year,No,36395.0,152.0,94,0
7177006,Male,41,1,50.0,0,1-2 Year,Yes,44209.0,124.0,221,0
4198936,Male,70,1,28.0,0,> 2 Years,Yes,60320.0,155.0,11,1
3479210,Female,36,1,30.0,0,1-2 Year,Yes,29219.0,152.0,241,1
4525848,Male,45,1,28.0,1,1-2 Year,No,36211.0,124.0,269,0
1944126,Female,43,1,28.0,0,1-2 Year,Yes,28688.0,26.0,63,0
5808853,Male,23,1,8.0,1,< 1 Year,No,39071.0,160.0,44,0
4771342,Female,22,1,33.0,1,< 1 Year,No,26673.0,152.0,139,0
9609193,Female,22,1,41.0,1,< 1 Year,No,34017.0,152.0,226,0
6802256,Male,55,1,39.0,0,1-2 Year,Yes,38684.0,124.0,144,0
4555804,Female,22,1,34.0,0,< 1 Year,Yes,2630.0,152.0,14,0
